image_id,post_id,date,author_class,author_department,is_anonymous,purpose,target_class,target_department,description,sentiment,target_name_initial
747,0747_01,2022-12-27,,,True,表白,,,,积极,
748,0748_01,2022-12-27,,,True,表白,J2404,J,帅炸了 女神,积极,zzy
749,0749_01,2022-12-27,,,False,提问,,,,中性,
750,0750_01,2022-12-27,,,True,提问,,,,中性,
751,0751_01,2022-12-27,,,True,其他,高二二班,,,中性,nky
753,0753_01,2022-12-27,,,True,寻人,,J,初中部 领一等奖学金 戴口罩 有气质,积极,
754,0754_01,2022-12-18,,,True,表白,,,,积极,
755,0755_01,2022-12-17,J2209,J,True,其他,,,,积极,
756,0756_01,2022-12-17,,,False,寻物,,,小米手环6 表带 粉色 半熟芝士 蓝色衣服 男孩 绿色壁纸,中性,
757,0757_01,2022-12-17,,,True,表白,S2502,S,,积极,jx2
758,0758_01,2022-12-17,,,True,表白,,,,积极,
759,0759_01,2022-12-17,,,True,祝福,,,,积极,
760,0760_01,2022-12-17,,,True,提问,,,,中性,
761,0761_01,2022-12-17,,,True,表白,J2306,J,,积极,yzy
762,0762_01,2022-12-17,,,True,寻物,,,,中性,
763,0763_01,2022-12-17,,,True,提问,,,,中性,sm
764,0764_01,2022-12-12,,,True,提问,,,,中性,
765,0765_01,2022-12-12,,,True,提问,,,,中性,
766,0766_01,2022-12-12,,,True,吐槽,,J,初中部老师 插队,消极,
767,0767_01,2022-12-12,,,True,寻人,,,带黑色脸基尼 男生,积极,
768,0768_01,2022-12-12,,,True,祝福,J2303,J,最近刚在一起,积极,
769,0769_01,2022-12-12,,,False,寻人,,,,中性,
770,0770_01,2022-12-12,,,True,寻人,J2501,J,外号是崔哲画,中性,czh
771,0771_01,2022-12-12,,,True,提问,,J,,中性,
772,0772_01,2022-12-12,,,True,祝福,,,,积极,sm
773,0773_01,2022-12-12,,,True,寻物,,,,中性,
774,0774_01,2022-12-12,,,True,祝福,,,,积极,
775,0775_01,2022-12-12,J2302,J,False,提问,,,,积极,
776,0776_01,2022-12-12,,,True,提问,,,,中性,
777,0777_01,2022-12-12,J2302,J,False,提问,,,,积极,
778,0778_01,2022-12-12,,,True,祝福,,,,积极,
779,0779_01,2022-12-12,,,True,寻人,J2501,J,,中性,czp
781,0781_01,2022-12-05,,,True,提问,,,,中性,
782,0782_01,2022-12-05,,,False,寻物,,,,中性,
783,0783_01,2022-12-05,,,True,祝福,,,,积极,
784,0784_01,2022-12-05,,,False,表白,J2301,J,,积极,zht
785,0785_01,2022-12-05,,,True,表白,S2504,S,帅 温柔,积极,lnh
786,0786_01,2022-12-05,,,False,表白,S2502,I,,积极,cyn
787,0787_01,2022-12-05,,,False,寻物,,,拿错或者捡到伞的同学,中性,
788,0788_01,2022-12-05,,,True,寻人,J2504,J,领队 跑步很快 头发棕色 黄色橡皮筋 披着头发,积极,xzy
789,0789_01,2022-12-05,,,True,寻人,J2202,J,,中性,szy
790,0790_01,2022-12-05,,,True,表白,,,穿粉色卫衣 戴眼镜 肤色白 可爱,积极,
791,0791_01,2022-11-27,,,True,表白,,,,积极,
792,0792_01,2022-11-27,,,True,提问,,,,中性,
793,0793_01,2022-11-27,,,True,其他,,,,中性,
794,0794_01,2022-11-27,,,True,提问,,,,中性,
795,0795_01,2022-11-27,,,True,提问,,,,中性,g2
796,0796_01,2022-11-27,,,True,表白,2503,I,好可爱 好小一只,积极,hyq
797,0797_01,2022-11-27,,,True,其他,,,嗓音好 歌帅,积极,zjl
798,0798_01,2022-11-27,,,True,寻物,,,,中性,
800,0800_01,2022-11-25,,,True,其他,J2406,J,,中性,zzh
802,0802_01,2022-11-25,,,True,吐槽,,,乱放球 乱锁柜子,消极,mtx
803,0803_01,2022-11-25,,,True,表白,S2501,I,长得好帅 数学贼好,积极,Ijl
804,0804_01,2022-11-25,,,True,寻人,J2506,J,,中性,yzx
805,0805_01,2022-11-25,,,False,祝福,,,仙品,积极,lyx
806,0806_01,2022-11-25,J2406,J,True,祝福,,,,积极,zh
808,0808_01,2022-11-25,,,True,吐槽,,,乱放球 乱锁柜子,消极,mtx
810,0810_01,2022-11-25,,,True,寻人,J2506,J,,中性,yzx
812,0812_01,2022-11-15,,,True,寻人,,,,积极,lsn
813,0813_01,2022-11-15,,,True,表白,,,好看,积极,
814,0814_01,2022-11-15,,,True,祝福,,,,积极,lsn
815,0815_01,2022-11-15,,S,True,提问,,,,中性,
815,0815_02,2022-11-15,,,True,寻人,,,,积极,lsn
816,0816_01,2022-11-15,,,True,表白,,,不知道是哪个年级的 好好看,积极,
817,0817_01,2022-11-15,,,False,提问,,,高高的 很帅,中性,lry
818,0818_01,2022-11-13,,,True,表白,J2307,J,初二 很瘦 有点黑 七班 远看 好好康,积极,
819,0819_01,2022-11-13,,,False,表白,,,高高的 很帅,积极,lry
820,0820_01,2022-11-13,,,True,表白,J2205,J,可爱 闪闪发光,积极,scc
821,0821_01,2022-11-13,,,True,其他,,,,消极,xn
822,0822_01,2022-11-13,,,True,表白,J2205,J,,积极,lhb
823,0823_01,2022-11-13,,,True,表白,,,,消极,
824,0824_01,2022-11-07,,,True,寻物,,,,中性,ygxjj
825,0825_01,2022-11-07,,,True,推广,,,,中性,
826,0826_01,2022-11-07,,,True,寻物,,,,中性,
827,0827_01,2022-11-07,,,True,寻人,J2410,J,男孩子 经常穿白色连帽卫衣 看起来很乖,中性,
828,0828_01,2022-11-06,,,False,其他,,,,消极,
829,0829_01,2022-11-06,,,True,其他,,,,中性,
830,0830_01,2022-11-06,,,True,表白,J2303,J,,积极,
831,0831_01,2022-11-06,,,True,寻人,,,,中性,yzx zy999999999666uz
832,0832_01,2022-11-06,,,True,表白,S2504,S,黑丝,积极,xn
833,0833_01,2022-11-06,,,True,祝福,,,宁外人 出国 未来,积极,
834,0834_01,2022-11-06,,,False,祝福,,,学姐 学长 新婚快乐 早生贵子,积极,Winnie ange
835,0835_01,2022-11-06,,,True,其他,,,,中性,
836,0836_01,2022-11-06,,,True,表白,,,,积极,glqtx
837,0837_01,2022-11-06,,,True,提问,,,,积极,
838,0838_01,2022-11-06,,,True,寻人,,J,初中部 小小 头发卷卷 很白 可爱 小帅 星期三 体育课 黑色卫衣,积极,
839,0839_01,2022-11-06,,,True,寻人,,,黑色无袖 帅 送水,积极,gynztghswxdmn gtssdsg
840,0840_01,2022-11-06,,,True,寻人,,,篮球队 99号 食堂,中性,lqd99h
841,0841_01,2022-11-06,,,True,寻人,高三八班,,,中性,cj
842,0842_01,2022-11-06,,,True,寻人,,,拍照片的人,中性,
843,0843_01,2022-11-06,,,True,提问,,,,中性,
844,0844_01,2022-11-06,,,True,寻人,,,,中性,
845,0845_01,2022-11-06,,,True,寻人,,,长得像偶像剧女主,积极,
847,0847_01,2022-11-06,,,True,表白,S2501,S,齐刘海 长发,积极,
848,0848_01,2022-11-06,,,True,祝福,,,,中性,
849,0849_01,2022-11-06,J2308,J,False,表白,S2504,S,,积极,lry
850,0850_01,2022-11-06,,,True,其他,,,,中性,zky
851,0851_01,2022-11-06,,,True,祝福,,,初中同学,中性,cztx
852,0852_01,2022-11-06,,,True,祝福,J2207,J,好好喝咖啡 不要加咖啡伴侣 植脂末致癌,中性,B2504zlj
853,0853_01,2022-11-06,,,True,寻人,,,在地铁站（4号线）撞到我行李箱,中性,xgg
854,0854_01,2022-11-06,,,True,寻人,,,像偶像剧女主,积极,
856,0856_01,2022-11-06,,,True,表白,S2501,S,齐刘海 长发,积极,
857,0857_01,2022-11-06,,,True,祝福,,,,中性,
858,0858_01,2022-11-06,J2308,J,False,表白,S2504,I,,积极,lry
859,0859_01,2022-11-06,,,True,寻人,,,,中性,zky
860,0860_01,2022-11-06,,,True,其他,,,,中性,
861,0861_01,2022-11-06,,,True,其他,J2207,J,,消极,zlj
862,0862_01,2022-11-06,,,True,寻人,,,,中性,xgg
863,0863_01,2022-10-21,,,True,寻人,,,跳高场地学生裁判志愿者 女孩子,积极,
864,0864_01,2022-10-21,,,True,寻人,,,初二 女生 穿绿色分队背心 挺高 挺好看,积极,
865,0865_01,2022-10-20,,,True,寻人,S2408,I,,中性,bjy
866,0866_01,2022-10-20,,,True,表白,S2509,S,太美 我好爱,积极,yyy
867,0867_01,2022-10-20,,,True,表白,S2401,I,穿戏服,积极,xjj
868,0868_01,2022-10-17,,,True,其他,,,,中性,
869,0869_01,2022-10-17,,,True,提问,,,,中性,
870,0870_01,2022-10-17,,,True,寻人,,,运动会 大跳 惊艳 上篮 单手 腰很细,积极,
871,0871_01,2022-10-17,,,False,寻人,,,跳高场地学生裁判志愿者 女孩子,积极,
872,0872_01,2022-10-17,,,True,提问,S2503,S,初中喜欢两年,中性,skm
873,0873_01,2022-10-17,,,False,提问,,,,中性,
874,0874_01,2022-10-17,,,True,表白,S2508,S,高 足球绕杆 帅,积极,
875,0875_01,2022-10-17,,,True,寻人,S2402,S,,中性,czh
876,0876_01,2022-10-17,,,True,提问,,,,中性,
877,0877_01,2022-10-17,,,True,祝福,,,,积极,zxh
878,0878_01,2022-10-17,,,True,寻人,S2505,S,,中性,zbw
879,0879_01,2022-10-17,,,True,寻物,,,,中性,
880,0880_01,2022-10-17,,,True,寻人,,,水袖 高二 开幕式,中性,sxjj
881,0881_01,2022-10-17,,,True,寻人,,,,中性,xmq
882,0882_01,2022-10-11,,I,True,推广,,,,积极,
883,0883_01,2022-10-07,,,True,表白,,,,积极,nwst
884,0884_01,2022-10-07,,,True,吐槽,,,,消极,
885,0885_01,2022-10-07,,,True,推广,,,,积极,
886,0886_01,2022-10-07,J2404,J,True,表白,,,喜欢库里 戴口罩 眼镜 女生,积极,
887,0887_01,2022-10-07,,,True,推广,,,,积极,
888,0888_01,2022-10-07,,,False,寻人,J2305,J,小学同学,中性,zj
889,0889_01,2022-10-07,S2401,S,False,寻人,,,,中性,
890,0890_01,2022-10-07,,,True,表白,S2504,S,好好康,积极,lry
891,0891_01,2022-10-07,,,True,寻人,,,宁外阅读老师,中性,wxl
892,0892_01,2022-10-07,,I,True,推广,,,,积极,
893,0893_01,2022-10-07,,,True,其他,J2403,J,本校 女生 想谈十天恋爱 运动会前分手 激发斗志 获金牌,中性,zrx
894,0894_01,2022-10-07,,,False,推广,,,,中性,
895,0895_01,2022-10-07,,,True,表白,J2507,J,,积极,zhy
896,0896_01,2022-10-07,,,True,表白,S2505,S,学姐,积极,hhy
897,0897_01,2022-10-07,,,True,祝福,,,,积极,ly
898,0898_01,2022-10-07,,,True,吐槽,,,,消极,
899,0899_01,2022-10-07,,,True,表白,,,,积极,
900,0900_01,2022-10-07,J2303,J,False,表白,J2307,J,,积极,pth
901,0901_01,2022-10-07,,,False,寻人,,,,积极,xka
902,0902_01,2022-10-07,J4314,J,True,祝福,,,中考加油,积极,xzxj
903,0903_01,2022-10-07,,,True,提问,,,,中性,
904,0904_01,2022-10-07,,,False,祝福,,,好室友,积极,shy
905,0905_01,2022-10-07,,,False,表白,J2202,J,语文老师 好想留级再听一年课,积极,my
906,0906_01,2022-10-07,J2205,J,False,其他,,,,中性,
907,0907_01,2022-10-07,,,True,表白,S2505,S,学姐,积极,hhy
908,0908_01,2022-10-07,,,True,其他,J2403,J,想谈十天甜蜜恋爱 运动会前分手 激发斗志 喜获金牌 重赏,中性,zrx
909,0909_01,2022-10-07,,,True,表白,J2207,J,,积极,zlj
910,0910_01,2022-10-02,,,True,推广,,,,中性,
911,0911_01,2022-10-02,,,True,寻人,J2404,J,带黑框眼镜 经常戴口罩 手上带库里手环,中性,
912,0912_01,2022-10-02,J2403,J,False,其他,,,,中性,
913,0913_01,2022-10-02,,,True,祝福,J2504,J,祝福 999,积极,zky fzh
914,0914_01,2022-10-02,,,True,其他,,,,积极,
915,0915_01,2022-10-02,S2502,S,True,表白,S2502,S,好看,积极,xjj
916,0916_01,2022-10-02,J2302,J,False,祝福,,,宝贝 好朋友,积极,ycb
917,0917_01,2022-09-30,,,False,其他,J2202,J,,中性,
918,0918_01,2022-09-30,,,True,提问,,,,中性,
919,0919_01,2022-09-30,,,True,寻人,,,经常穿灰卫衣 帅哥,中性,
920,0920_01,2022-09-30,,,True,推广,,I,国际部 高二 联排2,积极,
921,0921_01,2022-09-30,,,False,寻物,,,黑色的球 黑色的乔丹 JORDAN,中性,
922,0922_01,2022-09-30,,,True,提问,J2504,J,好不好相处,中性,zky
923,0923_01,2022-09-30,,,False,祝福,,,,积极,
924,0924_01,2022-09-30,,,True,提问,,,,中性,
925,0925_01,2022-09-30,,,True,祝福,J2403,J,生日祝福,积极,qkr
926,0926_01,2022-09-30,,,True,其他,,,,中性,
927,0927_01,2022-09-30,,,True,表白,J2507,J,,积极,hcx
928,0928_01,2022-09-30,,,True,提问,S2501,I,,中性,sys
929,0929_01,2022-09-30,,,True,寻物,,,,中性,
930,0930_01,2022-09-30,,,False,表白,S2509 S2509,I I,,积极,wxy yyy
931,0931_01,2022-09-25,,,False,表白,S2402,S,,积极,cq
932,0932_01,2022-09-25,,,True,其他,,,,中性,
933,0933_01,2022-09-25,,,True,表白,S2504,I,学姐,积极,Iry
934,0934_01,2022-09-25,,,True,表白,S2509,S,,积极,zyA
935,0935_01,2022-09-25,,,True,表白,S2509,I,,积极,yukaiwei
936,0936_01,2022-09-25,,,True,表白,J2405,J,,积极,xzx
937,0937_01,2022-09-25,,,True,表白,S2501,S,五官好立体 帅,积极,wyx
938,0938_01,2022-09-25,,,True,提问,J2209,J,街舞社 原来 创的,中性,jws cmy
939,0939_01,2022-09-25,,,True,表白,,,,消极,
940,0940_01,2022-09-25,,,True,提问,,,,中性,
941,0941_01,2022-09-25,,,True,表白,S2501,S,,积极,wyx2
942,0942_01,2022-09-25,,,True,提问,,,,中性,
944,0944_01,2022-09-21,,,False,寻人,,,拆迷专 odd蓝版红版,中性,yqcmzdxjj
945,0945_01,2022-09-21,,,True,表白,,I,戴项链 唱泡沫 中秋晚会,积极,
946,0946_01,2022-09-21,,,True,表白,S2507,S,,积极,wjy
947,0947_01,2022-09-21,,,True,寻人,,,,积极,ngsblyzd
948,0948_01,2022-09-21,,,False,寻人,,I,,积极,lxy
949,0949_01,2022-09-21,,,True,提问,,,,中性,
950,0950_01,2022-09-21,,,False,祝福,J2209,J,小盆友,积极,lym
951,0951_01,2022-09-21,,,True,寻人,,S,之前宁外读初中 经常带黑口罩 现在可能在普高部 有一双紫色的欧文八,中性,
952,0952_01,2022-09-21,,,False,寻人,,,一群拆迷专的小姐姐 odd蓝版红版,中性,
953,0953_01,2022-09-21,,,True,表白,,I,国际部 中秋晚会 唱泡沫 戴项链 男生,积极,
954,0954_01,2022-09-21,,,True,寻人,,,,中性,
955,0955_01,2022-09-21,,,True,表白,S2507,S,,积极,wjy
956,0956_01,2022-09-21,,,False,寻人,,I,国际部 2020年毕业,中性,lxy
957,0957_01,2022-09-21,,,True,提问,,,,中性,
958,0958_01,2022-09-21,,,False,祝福,J2209,J,小盆友 9.19生日快乐,积极,lym
959,0959_01,2022-09-17,,,True,提问,,,,中性,
960,0960_01,2022-09-17,,,False,其他,S2402,I,,中性,cq
961,0961_01,2022-09-17,,,True,寻人,,,,中性,gwy
962,0962_01,2022-09-17,,,False,其他,,,,积极,
963,0963_01,2022-09-17,,,True,提问,,I,国际部 高二,中性,shx
964,0964_01,2022-09-17,,,True,寻人,,,,中性,
965,0965_01,2022-09-17,,,True,提问,,,,积极,
966,0966_01,2022-09-17,,,True,寻人,,,,中性,
967,0967_01,2022-09-17,,,True,表白,S2502,S,,积极,hyc
968,0968_01,2022-09-17,,,True,提问,J2204,J,,中性,xzh
969,0969_01,2022-09-17,,,True,吐槽,,,,消极,
970,0970_01,2022-09-17,,,True,表白,S2502,S,,积极,hyc
972,0972_01,2022-09-13,,,True,表白,J2207,J,爱着 执着,中性,
973,0973_01,2022-09-13,,,True,寻人,,,,中性,
974,0974_01,2022-09-13,,,True,寻物,,,,中性,
975,0975_01,2022-09-13,,,True,表白,,,,积极,s
976,0976_01,2022-09-13,,,False,表白,S2402,I,姐姐 世界最好的,积极,cq
977,0977_01,2022-09-13,,,True,表白,S2403,S,,积极,dhx
978,0978_01,2022-09-13,,,True,表白,,I,,积极,shx
979,0979_01,2022-09-13,,,True,寻人,,,,中性,
980,0980_01,2022-09-13,,,True,表白,,,男神,积极,sx
981,0981_01,2022-09-11,,,True,推广,,,,积极,
982,0982_01,2022-09-11,,,True,寻人,,I,国际部 金发,积极,xj
983,0983_01,2022-09-11,,,True,祝福,,,,积极,21j
984,0984_01,2022-09-11,,,True,表白,S2502,S,,积极,wzs
985,0985_01,2022-09-11,C0900,,False,其他,,,,中性,
986,0986_01,2022-09-10,,,True,提问,,,,中性,
987,0987_01,2022-09-10,,,False,表白,S2509,I,,积极,zzX
988,0988_01,2022-09-10,,,True,提问,,,帅哥美女 穿自己衣服 八九个人 有男有女,中性,
989,0989_01,2022-09-10,,,False,祝福,J2305,J,,积极,sx
990,0990_01,2022-09-10,,,True,寻人,I2201,I,,中性,shx
991,0991_01,2022-09-10,,,True,寻人,,,漂亮 帮买豆奶,积极,pljj
992,0992_01,2022-09-10,,,True,寻人,,S,普高 国2,中性,zting
993,0993_01,2022-09-10,,,False,其他,J2508,J,江湖救急,积极,bzmdxd
994,0994_01,2022-09-10,,,True,提问,,,老师,中性,wxz
995,0995_01,2022-09-10,,,True,提问,,,,消极,
996,0996_01,2022-09-10,,,True,提问,J2404,J,,中性,lzb
997,0997_01,2022-09-10,,,True,寻人,,,三个男的 穿tb袜子 头发黄,中性,
998,0998_01,2022-09-06,J2302,J,False,寻人,,,寻找收养人,积极,
999,0999_01,2022-09-06,J2302,J,False,寻人,,,收养小猫,积极,hxr
1000,1000_01,2022-09-06,,,False,其他,,,,积极,
1001,1001_01,2022-09-05,,,True,表白,J2210,J,帅气 萌妹,积极,yyy
1002,1002_01,2022-09-05,,,True,提问,,,,中性,
1003,1003_01,2022-09-05,,,True,表白,J2210,J,,积极,wyl
1004,1004_01,2022-09-04,S2501,S,True,其他,,,,中性,
1005,1005_01,2022-09-04,,,True,吐槽,,,,中性,
1006,1006_01,2022-09-04,,,True,吐槽,,,,消极,
1007,1007_01,2022-09-04,,,True,吐槽,,,,消极,
1008,1008_01,2022-09-04,,,True,吐槽,,,,消极,
1009,1009_01,2022-09-04,,,True,寻人,,,已毕业 帅哥 学姐,中性,ybysgxj
1010,1010_01,2022-09-04,,,True,寻人,J2201,J,扎低马尾 留法式刘海 带着黑色发箍 学姐 长得好看,积极,
1011,1011_01,2022-09-04,,,True,表白,,,,积极,
1012,1012_01,2022-09-04,,,False,提问,,,,中性,
1013,1013_01,2022-09-03,,,False,推广,,,,积极,
1014,1014_01,2022-09-03,,,True,推广,,,,积极,
1015,1015_01,2022-09-03,,,True,其他,,,,中性,
1016,1016_01,2022-09-03,,,False,祝福,J2504,J,超级好的老师 沙雕可爱,积极,dn(Daniel)
1017,1017_01,2022-09-03,,,True,吐槽,,,,中性,
1018,1018_01,2022-09-03,,,True,提问,,,,中性,
1019,1019_01,2022-09-03,,,True,祝福,,,,积极,
1020,1020_01,2022-09-03,S2505,S,True,其他,,,,积极,
1021,1021_01,2022-09-03,,,True,寻人,,,帅哥 戴眼镜 黑衣服 戴口罩,中性,
1022,1022_01,2022-09-03,S2502,S,True,寻物,,,丢饭卡,中性,dcy
1023,1023_01,2022-09-03,,,True,其他,,,,中性,
1024,1024_01,2022-09-03,,,True,其他,,,,中性,
1025,1025_01,2022-09-03,,,True,其他,,,,消极,
1026,1026_01,2022-09-03,,,True,其他,,,,中性,
1027,1027_01,2022-09-03,,,True,其他,,,,积极,
1028,1028_01,2022-09-02,,,True,吐槽,,,,消极,
1029,1029_01,2022-09-02,,,True,提问,,,,中性,
1030,1030_01,2022-08-30,,,True,表白,,,身上好闻的甜香,消极,t
1031,1031_01,2022-08-30,,,True,表白,,,,消极,
1032,1032_01,2022-08-30,,,True,其他,,,,消极,
1033,1033_01,2022-08-30,,,True,提问,,,,中性,
1034,1034_01,2022-08-30,,,False,提问,,,,中性,
1036,1036_01,2022-08-30,,,True,提问,,,,中性,
1037,1037_01,2022-08-30,,,True,提问,,,,中性,
1038,1038_01,2022-08-30,,,True,寻人,J2206,J,,中性,yqy
1039,1039_01,2022-08-30,,,True,提问,,,,中性,
1040,1040_01,2022-08-29,,,False,提问,,,,中性,
1041,1041_01,2022-08-29,,,True,提问,,J,初中部 教书 讲课风格,中性,wjb
1042,1042_01,2022-08-29,,,True,提问,,,,消极,
1043,1043_01,2022-08-29,,I,False,提问,,,,中性,
1044,1044_01,2022-08-28,,,True,提问,,,,中性,
1045,1045_01,2022-08-28,,,True,提问,,S,,中性,wyx
1046,1046_01,2022-08-28,,,True,寻人,2306,I,,中性,Angelals
1047,1047_01,2022-08-28,,,True,祝福,,,,积极,
1048,1048_01,2022-08-28,,,True,其他,,,,中性,
1049,1049_01,2022-08-27,J2702,J,False,推广,J2301,J,超级温柔 大美铝,积极,zjj
1050,1050_01,2022-08-27,,,True,寻人,S2509,I,头发卷捲,中性,
1051,1051_01,2022-08-27,,,True,表白,J2504,J,漂亮,积极,wyc
1052,1052_01,2022-08-27,J2205,J,True,祝福,,,,积极,
1053,1053_01,2022-08-27,,,True,提问,S2502,S,美女 穿着外套,中性,
1054,1054_01,2022-08-27,,,False,提问,,,,中性,yd
1055,1055_01,2022-08-27,,,False,表白,,,,积极,
1056,1056_01,2022-08-27,,,True,提问,,,,中性,
1057,1057_01,2022-08-27,T2205,,True,表白,,,,积极,
1058,1058_01,2022-08-27,,,True,寻人,J2302,J,,中性,zrj
1059,1059_01,2022-08-27,,,True,提问,,,,中性,
1060,1060_01,2022-08-26,,,True,寻人,J2410,J,,中性,CJX
1061,1061_01,2022-08-26,,,True,推广,,,,中性,
1062,1062_01,2022-08-26,,,True,表白,J2507,J,漂亮,积极,zky
1063,1063_01,2022-08-25,,,False,提问,,,,中性,
1064,1064_01,2022-08-24,J2404,J,True,寻人,,,爱打球 喜欢库里,积极,YQ
1065,1065_01,2022-08-24,,,True,寻人,J2207,J,,中性,lyz
1066,1066_01,2022-08-24,,,False,寻人,,,教官,中性,zjn
1067,1067_01,2022-08-24,,,True,提问,,,,中性,
1069,1069_01,2022-08-24,,,True,提问,,,,中性,
1070,1070_01,2022-08-24,,,False,寻人,,,教官,中性,zjn
1071,1071_01,2022-08-24,J2404,J,False,其他,,,,中性,
1072,1072_01,2022-08-24,,,True,寻人,J2207,J,,中性,lyz
1073,1073_01,2022-08-23,,,True,表白,J2205,J,,积极,cyn
1074,1074_01,2022-08-23,,,True,其他,,,,消极,
1075,1075_01,2022-08-23,,,True,其他,,,,消极,
1076,1076_01,2022-08-23,,,True,表白,S2204,S,学长,积极,wy
1077,1077_01,2022-08-23,,,True,提问,高一二班,,,中性,jx
1078,1078_01,2022-08-23,,,True,其他,,,,积极,
1079,1079_01,2022-08-23,,,True,其他,J2202,J,,中性,
1081,1081_01,2022-08-23,,,True,其他,,,,消极,t
1082,1082_01,2022-08-23,,,True,表白,,,,积极,wy
1083,1083_01,2022-08-23,,,True,提问,S2402,I,,中性,jx
1084,1084_01,2022-08-23,,,True,其他,,,,积极,gwxdxm
1085,1085_01,2022-08-23,,,True,其他,J2202,J,,中性,
1086,1086_01,2022-08-23,,,True,其他,,,,消极,
1087,1087_01,2022-08-23,,,True,其他,,,,消极,t
1088,1088_01,2022-08-22,,,True,其他,,,,中性,
1089,1089_01,2022-08-22,,,True,其他,,,,中性,nwdxdxmxzxj
1090,1090_01,2022-08-22,,,True,其他,,,,中性,
1091,1091_01,2022-08-22,,,True,其他,,,,中性,
1092,1092_01,2022-08-22,,,True,其他,,,,积极,nwdxdxmxzxj
1093,1093_01,2022-08-22,,,False,其他,,,,中性,
1094,1094_01,2022-08-21,,,True,寻人,J2504,J,很白的女生,中性,
1095,1095_01,2022-08-21,,,True,其他,,,,中性,
1096,1096_01,2022-08-21,,,False,寻人,S2201,S,短头发 女生,中性,xzm
1097,1097_01,2022-08-21,J2202,J,False,其他,,,牛逼,积极,wlh
1098,1098_01,2022-08-21,,,True,寻人,,,打球超帅,积极,xj
1099,1099_01,2022-08-21,J2405,J,False,其他,,,,中性,
1100,1100_01,2022-08-21,J2504,J,True,寻人,,,很自的女生,中性,
1101,1101_01,2022-08-21,,,True,其他,,,,中性,
1102,1102_01,2022-08-21,J2202,J,False,其他,,,,积极,wlh
1103,1103_01,2022-08-21,,,True,寻人,J2205,J,打球超帅,积极,
1104,1104_01,2022-08-21,,,False,寻人,S2200,S,短头发 女生,中性,xzm
1105,1105_01,2022-08-21,J2405,J,False,其他,,,,中性,
1106,1106_01,2022-08-21,J2504,J,True,寻人,,,,中性,
1107,1107_01,2022-08-21,,,True,祝福,J2304,J,,积极,cxI
1108,1108_01,2022-08-21,,,False,祝福,,,生日快乐,积极,ypf
1109,1109_01,2022-08-21,J2305,J,False,祝福,,,大帅哥,积极,yfy
1110,1110_01,2022-08-21,I2401,I,True,表白,I2401,I,,积极,miaosiyǔ
1111,1111_01,2022-08-21,,,True,祝福,J2207,J,未来一切都好 开心,积极,
1112,1112_01,2022-08-21,,,True,提问,,,,中性,
1113,1113_01,2022-08-21,,,True,寻人,S2503,S,举旗手,中性,
1114,1114_01,2022-08-20,,,True,提问,,,,中性,
1115,1115_01,2022-08-20,,,True,祝福,,,,积极,23jdxzxjm
1116,1116_01,2022-08-20,S2504,I,False,表白,S2503,I,帅,积极,xty
1117,1117_01,2022-08-20,,,False,寻人,,,好看,积极,lry
1118,1118_01,2022-08-20,,,True,祝福,J2303,J,游泳中考,积极,
1119,1119_01,2022-08-20,,,True,祝福,S2503 S2504,I I,,积极,xty lry
1120,1120_01,2022-08-20,,,False,祝福,J2301,J,中考游泳顺利 满分,积极,
1121,1121_01,2022-08-20,J2507,J,False,吐槽,,,,消极,
1123,1123_01,2022-08-20,,,False,其他,,,,积极,hqy lrytxdy
1124,1124_01,2022-08-19,,,True,表白,,,,积极,
1125,1125_01,2022-08-19,,,True,表白,,,真诚 用心 温暖 可靠 给足安全感,积极,
1126,1126_01,2022-08-19,,,True,祝福,,,,积极,
1127,1127_01,2022-08-19,J2305,J,False,寻人,,,军训教官 男神,积极,yt
1128,1128_01,2022-08-19,,,True,祝福,J2302,J,游泳考试顺利,积极,J2302qt
1129,1129_01,2022-08-19,,,True,提问,,,,中性,
1130,1130_01,2022-08-19,,,True,提问,S2402,I,,中性,miaosiyǔ
1131,1131_01,2022-08-18,J2305,J,True,祝福,J2305,J,,积极,J2305qb
1132,1132_01,2022-08-17,,,True,提问,,,,中性,
1133,1133_01,2022-08-17,,,True,寻人,,,长发 好看,积极,
1134,1134_01,2022-08-16,S2200,S,True,祝福,,,最好的语文老师 超级漂亮 超级温柔 超级有气质 认真且负责任 蹭吃蹭喝 超级无敌棒 改作业有点水 负责 经常发火 老婆很好看 很有趣 做好水课准备 叉美叉帅,积极,sj gj Celia coming yls zj
1135,1135_01,2022-08-16,,,False,表白,,,,积极,
1136,1136_01,2022-08-16,,,True,祝福,,,好朋友,积极,YHX
1137,1137_01,2022-08-15,J2503,J,False,祝福,J2503,J,成功匹配到非常好的班主任,积极,J2503dtxm
1138,1138_01,2022-08-15,,,True,其他,,,,中性,
1139,1139_01,2022-08-15,,,True,提问,,,,中性,
1140,1140_01,2022-08-15,,,True,其他,,,,中性,
1141,1141_01,2022-08-15,,,True,其他,,,,中性,
1142,1142_01,2022-08-15,J2208,J,True,表白,,,老师,积极,sjls
1143,1143_01,2022-08-15,J2202,J,False,表白,,,,积极,
1144,1144_01,2022-08-15,,,True,表白,J2304,J,,积极,yjq
1145,1145_01,2022-08-15,,,True,表白,J2304,J,,积极,
1146,1146_01,2022-08-14,,,True,表白,J2304,J,,积极,cxl
1147,1147_01,2022-08-14,,,True,推广,,,,积极,
