image_id,post_id,date,author_class,author_department,is_anonymous,purpose,target_class,target_department,description,sentiment,target_name_initial
714,0714_01,2023-01-21,,,True,寻人,,I,高二国际部,中性,lw
715,0715_01,2023-01-21,,,True,祝福,J2403,J,小朋友,积极,ysq
716,0716_01,2023-01-21,,,False,祝福,,,,积极,
718,0718_01,2023-01-13,,,False,提问,S2506,S,,中性,syn
719,0719_01,2023-01-13,,,False,表白,,S,化学老师，课堂阳光，声音温暖，鼓励支持,积极,hky
721,0721_01,2023-01-12,,,True,表白,,S,阳光暖风,积极,hky
722,0722_01,2023-01-12,,,True,表白,J2402,J,,积极,hys
723,0723_01,2023-01-12,,,True,寻人,,,高一,中性,lyx
724,0724_01,2023-01-12,,,True,提问,,S,有男朋友,中性,jsfqy
725,0725_01,2023-01-07,,,True,寻人,,,宁外22届，白杨校区做志愿者,积极,hhy hhy
726,0726_01,2023-01-07,,,True,其他,,,征婚,积极,zzh
727,0727_01,2023-01-07,,,False,寻人,,,看咒回的同好,积极,
728,0728_01,2023-01-07,,,True,推广,,,心善大长腿,积极,sd
729,0729_01,2023-01-07,,,True,其他,J2503,J,两个高瘦女孩天天在一起玩,积极,
730,0730_01,2023-01-07,,,True,表白,,S,有趣、温柔,积极,hky
731,0731_01,2022-12-30,,,True,提问,S2401,I,,中性,omy
732,0732_01,2022-12-30,J2503,J,False,其他,,,征婚,中性,
733,0733_01,2022-12-30,,,True,祝福,,,健康,积极,
734,0734_01,2022-12-30,,,True,提问,,,,中性,
735,0735_01,2022-12-30,,,True,祝福,S2501,S,新年快乐,积极,S2501qtcy
736,0736_01,2022-12-30,,,True,其他,,,,中性,
737,0737_01,2022-12-30,,,True,表白,,,暗恋对象,积极,jx
738,0738_01,2022-12-27,,,True,其他,B2508,,扩列,中性,
739,0739_01,2022-12-27,,,True,寻人,,,和曾ky走在一起的男生,中性,cky
740,0740_01,2022-12-27,S2504,S,False,表白,J2302,J,求联系方式,积极,zzy
742,0742_01,2022-12-27,,,True,提问,,,询问是否有对象及喜好,中性,xjx
743,0743_01,2022-12-27,,,True,寻人,,,女生,中性,jsh
744,0744_01,2022-12-27,,,True,提问,,,老师,中性,zb
745,0745_01,2022-12-27,,,True,寻人,,,上几届的学长,积极,
747,0747_01,2022-12-27,,,True,表白,,,喜欢很久，从初二开始，未能同校,消极,
748,0748_01,2022-12-27,,,True,表白,J2404,J,帅炸了,积极,zzy
749,0749_01,2022-12-27,,,False,提问,,,,中性,
750,0750_01,2022-12-27,,,True,提问,,,,中性,
751,0751_01,2022-12-27,,,True,其他,高二二班,,征婚,积极,nky
753,0753_01,2022-12-27,,,True,寻人,,J,戴口罩，有气质，领一等奖学金,积极,
754,0754_01,2022-12-18,,,True,表白,,,,积极,
755,0755_01,2022-12-17,J2209,J,False,其他,,,,积极,
756,0756_01,2022-12-17,J2301,J,False,寻物,,,穿着蓝色衣服的男孩,中性,
757,0757_01,2022-12-17,,,True,表白,S2502,S,,积极,jx2
758,0758_01,2022-12-17,,,True,表白,,,,积极,
759,0759_01,2022-12-17,,,True,其他,,,转发这个女的期末人人5个a,积极,
760,0760_01,2022-12-17,,,True,提问,,,拍到流星,中性,
761,0761_01,2022-12-17,,,True,表白,J2306,J,,积极,yzy
762,0762_01,2022-12-17,S2301,S,False,寻物,,,丢了双鞋，在食堂旁边足球场,中性,
763,0763_01,2022-12-17,,,True,提问,,,喜欢的女生类型,中性,sm
764,0764_01,2022-12-12,,,True,提问,,,,中性,
765,0765_01,2022-12-12,,,True,提问,,,,中性,
766,0766_01,2022-12-12,,,True,吐槽,,J,插队,消极,
767,0767_01,2022-12-12,,,True,寻人,,J,带黑色脸基尼的男生,积极,
768,0768_01,2022-12-12,,,True,祝福,J2303 J2303,J J,最近刚在一起,积极,dy cSy9
770,0770_01,2022-12-12,,,True,寻人,J2501,J,外号是崔哲画,中性,czh
771,0771_01,2022-12-12,,J,True,提问,,J,询问初中部期末和放假安排,中性,
772,0772_01,2022-12-12,,,True,祝福,,,追到他喜欢的女生,积极,sm
773,0773_01,2022-12-12,,,False,寻物,高一三,S,拿走了黑色大伞,中性,
773,0773_02,2022-12-12,,,True,其他,,,,中性,
774,0774_01,2022-12-12,,,True,祝福,,,祝福对象,积极,
775,0775_01,2022-12-12,J2302,J,False,提问,,,想投歌Yanni的夜莺,积极,
776,0776_01,2022-12-12,,J,True,提问,,J,询问初中部期末和放假安排,中性,
777,0777_01,2022-12-12,J2302,J,False,提问,,,,积极,
778,0778_01,2022-12-12,,,True,祝福,,,想念学校，祝福对方,积极,
779,0779_01,2022-12-12,,,True,提问,J2501,J,外号是崔哲圃,中性,czp
780,0780_01,2022-12-12,,,True,寻物,高一三,,黑色伞,中性,xmtx
781,0781_01,2022-12-05,,,True,提问,,,,中性,
782,0782_01,2022-12-05,,,False,寻物,,,一把非常大的伞，手推才能开，合上按红色按钮,消极,
783,0783_01,2022-12-05,,,True,祝福,,,在宁外不要颓废不要放弃,积极,nwr
784,0784_01,2022-12-05,,,False,表白,J2301,J,,积极,zht
785,0785_01,2022-12-05,,,True,表白,S2504,S,帅 温柔,积极,lnh
786,0786_01,2022-12-05,,,False,表白,S2502,S,在宁外视频号上看到，想他，希望他找到挚友,积极,cyn
787,0787_01,2022-12-05,高一六班,S,False,寻物,,,丢了一把伞，伞柄黑色，伞面银灰色，有‘新青年’黑色字,中性,
788,0788_01,2022-12-05,,,True,寻人,J2504 未知,J J,运动会领队、跑步快、头发棕色、曾用黄色橡皮筋、最近披发,积极,xmlsdez xzy
789,0789_01,2022-12-05,,,True,寻人,J2202,J,,中性,szy
790,0790_01,2022-12-05,,,True,表白,高一班,,穿粉色卫衣、戴眼镜、肤色很白,积极,
791,0791_01,2022-11-27,,,True,表白,,,喜欢的人,积极,
792,0792_01,2022-11-27,,,True,提问,,,,中性,
794,0794_01,2022-11-27,,,True,提问,,,火车迷,中性,
795,0795_01,2022-11-27,,,True,提问,,,,中性,
796,0796_01,2022-11-27,,,True,表白,2503,S,可爱，小只,积极,hyq
797,0797_01,2022-11-27,,,True,其他,,,歌声好听,积极,zjl
798,0798_01,2022-11-27,,,True,寻物,,,寻找八下道法书,中性,
799,0799_01,2022-11-25,,,False,其他,,,仙品,积极,lyx
801,0801_01,2022-11-25,J2302,J,False,寻人,初二八班,J,坐公交的三个男生，一个叫迪迦，拿着零食坐在最后一排,中性,dj
802,0802_01,2022-11-25,,,True,吐槽,,,乱放球到别人班级的柜子并上锁,消极,mtx
803,0803_01,2022-11-25,,,True,表白,S2501,I,长得好帅数学贼好,积极,Ijl
804,0804_01,2022-11-25,,,True,寻人,J2506,J,,中性,yzx
805,0805_01,2022-11-25,,,False,其他,,,仙品,积极,lyx
807,0807_01,2022-11-25,J2302,J,False,寻人,初二八班,J,今天下午坐公交的三个男生，一个叫迪迦，拿着零食坐在最后一排,中性,dj
808,0808_01,2022-11-25,,J,True,其他,,,乱放球到初二八班的柜子,消极,mtx
809,0809_01,2022-11-25,,,True,表白,S2501,I,长得好帅数学贼好,积极,Ijl
810,0810_01,2022-11-25,,,True,寻人,J2506,J,求QQ,中性,yzx
812,0812_01,2022-11-15,,,True,寻人,初三,J,初三学生,积极,lsn
813,0813_01,2022-11-15,,,True,表白,,,好看,积极,
814,0814_01,2022-11-15,,,True,祝福,,,,积极,lsn
815,0815_01,2022-11-15,,S,True,提问,,,,中性,
815,0815_02,2022-11-15,,,True,寻人,初三,J,初三,积极,lsn
816,0816_01,2022-11-15,,,True,表白,,,好看,积极,
817,0817_01,2022-11-15,,,False,提问,,,和两个男生吃早饭，高高的很帅,中性,lry
818,0818_01,2022-11-13,,,True,表白,7,J,很瘦有点黑,积极,
819,0819_01,2022-11-13,,,False,提问,,,高高的很帅,积极,lry
820,0820_01,2022-11-13,,,True,表白,J2205,J,可爱,积极,scc
821,0821_01,2022-11-13,,,True,吐槽,,,不喜欢,消极,xn
822,0822_01,2022-11-13,,,True,表白,J2205 S2506,J I,,积极,lhb
823,0823_01,2022-11-13,,,True,表白,,,自己的好兄弟,积极,
824,0824_01,2022-11-07,,,True,寻物,YC6120,,丢了一件卫衣,中性,
826,0826_01,2022-11-07,,,True,寻物,,,卫衣,中性,
827,0827_01,2022-11-07,,,True,寻人,J2410,J,经常穿白色连帽卫衣看起来很乖,积极,
830,0830_01,2022-11-06,,,True,表白,J2303,J,,积极,czC
832,0832_01,2022-11-06,,,True,表白,S2504,S,黑丝,积极,xn
833,0833_01,2022-11-06,,,False,其他,,,,积极,
834,0834_01,2022-11-06,,,False,祝福,,,新婚快乐,积极,Winnie ange
835,0835_01,2022-11-06,S2505,S,True,其他,,,,积极,
836,0836_01,2022-11-06,,,True,表白,,,前男友/前女友,积极,glqtx
838,0838_01,2022-11-06,,,True,寻人,,J,头发卷卷的，很可爱，有点小帅，穿黑色卫衣,积极,
839,0839_01,2022-11-06,,,True,寻人,高一,,跳高黑色无袖的美女和给她送水的帅哥,积极,
840,0840_01,2022-11-06,,,True,寻人,,S,食堂里看到的篮球队成员,中性,lqd99h
841,0841_01,2022-11-06,,,True,寻人,高三八班,,高三八班,中性,cj
843,0843_01,2022-11-06,,,True,提问,,,询问寄信方法,中性,
844,0844_01,2022-11-06,,,True,寻人,,,会搞木桥承重,中性,
845,0845_01,2022-11-06,,,True,寻人,,,长得像偶像剧女主,积极,
847,0847_01,2022-11-06,,,True,表白,S2501,S,齐刘海的长发女生,积极,
848,0848_01,2022-11-06,,,True,祝福,,,,中性,
849,0849_01,2022-11-06,J2308,J,False,表白,S2504,I,,积极,lry
850,0850_01,2022-11-06,,,True,提问,,,询问感情状况和联系方式,中性,zky
851,0851_01,2022-11-06,,,True,吐槽,,,劝早睡,中性,cztx
852,0852_01,2022-11-06,J2207,J,True,其他,B2504,,好好喝咖啡不要加咖啡伴侣了植脂末致癌,中性,zlj
853,0853_01,2022-11-06,,,True,寻人,,,在地铁站撞到行李箱,中性,xgg
854,0854_01,2022-11-06,,,True,寻人,,,长得像偶像剧女主,积极,
856,0856_01,2022-11-06,,,True,表白,S2501,S,齐刘海的长发女生,积极,
857,0857_01,2022-11-06,,,True,祝福,,,对方在nw，不想被想起,中性,
858,0858_01,2022-11-06,J2308,J,False,表白,S2504,S,,积极,lry
859,0859_01,2022-11-06,,,True,提问,,,询问是否有对象并求联系方式,中性,zky
860,0860_01,2022-11-06,,,True,吐槽,,J,劝早睡,中性,cztx
861,0861_01,2022-11-06,,,True,其他,J2207B2504,J,好好喝咖啡不要加咖啡伴侣了植脂末致癌,消极,zlj
862,0862_01,2022-11-06,,,True,寻人,,,在地铁站（4号线）撞到行李箱的小哥哥,中性,
863,0863_01,2022-10-21,,,True,寻人,,,跳高场地学生裁判志愿者,积极,
864,0864_01,2022-10-21,,,True,寻人,,J,穿绿色分队背心，挺高，好看,积极,
865,0865_01,2022-10-20,,,True,寻人,2408,,求QQ,中性,bjy
866,0866_01,2022-10-20,,,True,表白,S2509,S,太美了,积极,yyy
867,0867_01,2022-10-20,,,True,表白,S2401,I,穿戏服,积极,
869,0869_01,2022-10-17,,,True,提问,,,询问被关在家上网课的人数,中性,
870,0870_01,2022-10-17,,,True,寻人,,,运动会大跳的女生，上篮比赛单手，腰很细,积极,
871,0871_01,2022-10-17,,,False,寻人,,,跳高场地学生裁判志愿者,积极,
872,0872_01,2022-10-17,,,True,提问,S2503,S,初中喜欢两年,积极,skm
874,0874_01,2022-10-17,S2508,S,True,表白,,,足球绕杆太帅了,积极,
875,0875_01,2022-10-17,,,True,寻人,S2402,I,,中性,czh
876,0876_01,2022-10-17,,,True,提问,,,食堂美食推荐,中性,
877,0877_01,2022-10-17,,,True,祝福,,,三周年快乐,积极,zxh
878,0878_01,2022-10-17,,,True,寻人,S2505,S,求照片,中性,zbw
879,0879_01,2022-10-17,,,True,寻物,高二,,开幕式视频,中性,
880,0880_01,2022-10-17,,,True,寻人,高二,,水袖表演,积极,sxjj
881,0881_01,2022-10-17,,,True,提问,,,询问是否是2017届，现在诺丁汉大二,中性,xmq
882,0882_01,2022-10-11,,I,False,推广,,,参加义卖活动,积极,
883,0883_01,2022-10-07,,,True,表白,,,看照片看饿了,积极,nwst
884,0884_01,2022-10-07,,,True,其他,,,,消极,
885,0885_01,2022-10-07,,,False,推广,,,Tony'sStore售卖零食饮料,积极,
886,0886_01,2022-10-07,J2404,J,True,寻人,,,喜欢库里戴口罩和眼镜的女生,积极,
887,0887_01,2022-10-07,,,True,推广,,,商业社团推广,积极,
888,0888_01,2022-10-07,,,False,寻人,J2305,J,小学同学,中性,zjt
889,0889_01,2022-10-07,S2401,I,False,寻人,,,航拍的同学,中性,
890,0890_01,2022-10-07,,,True,表白,S2504,S,好康,积极,lry
891,0891_01,2022-10-07,,,True,寻人,,,宁外阅读老师,中性,wxl
892,0892_01,2022-10-07,,I,False,推广,,,参加义卖活动,积极,
893,0893_01,2022-10-07,J2403,J,True,寻人,J2403,J,需要谈十天甜蜜恋爱然后分手以激发斗志,中性,zrx
895,0895_01,2022-10-07,,,True,表白,J2507,J,要照片,积极,zhy
896,0896_01,2022-10-07,,,True,表白,S2505,S,学姐,积极,hhy
897,0897_01,2022-10-07,,,True,祝福,,,新婚快乐,积极,ly
898,0898_01,2022-10-07,,,True,吐槽,,,,消极,
899,0899_01,2022-10-07,,,True,表白,,,食物诱人,积极,nwst
900,0900_01,2022-10-07,J2303,J,False,表白,J2307,J,,积极,pth
901,0901_01,2022-10-07,,,False,寻人,,,小可爱,积极,xka
902,0902_01,2022-10-07,J4314,J,False,祝福,,,中考加油,积极,xzxj
904,0904_01,2022-10-07,,,False,祝福,,,好室友,积极,shy
905,0905_01,2022-10-07,,,False,表白,J2202,J,语文老师,积极,my
907,0907_01,2022-10-07,,,True,表白,S2505,I,学姐,积极,hhy
908,0908_01,2022-10-07,,,True,其他,J2403,J,想通过恋爱激发斗志,积极,zrx
909,0909_01,2022-10-07,,,True,表白,J2207B2504,J,,积极,zlj
910,0910_01,2022-10-02,,,True,推广,,,提供运动会跟拍服务,积极,
911,0911_01,2022-10-02,,,True,寻人,J2404,J,带黑框眼镜经常戴口罩的女生，手上带库里的手环,积极,
912,0912_01,2022-10-02,J2403,J,False,吐槽,,,想谈恋爱感受失恋痛苦,中性,
913,0913_01,2022-10-02,,,True,祝福,J2504,J,祝福999,积极,zky fzh
914,0914_01,2022-10-02,,,True,其他,,,,积极,
915,0915_01,2022-10-02,S2502,I,True,表白,S2502,I,好看,积极,
916,0916_01,2022-10-02,2302,S,False,祝福,,,宝贝，好朋友,积极,ycb ycb
917,0917_01,2022-09-30,,,False,其他,J2202,J,去看老师,中性,
918,0918_01,2022-09-30,,,True,提问,,,咖啡厅的蜂蜜枯干茶味道淡,中性,
919,0919_01,2022-09-30,,,True,寻人,,,经常穿灰卫衣的帅哥,积极,
920,0920_01,2022-09-30,,I,True,推广,,,国际部高二的联排2,积极,
921,0921_01,2022-09-30,,,False,寻物,,,黑色的球，黑色乔丹，JORDAN,中性,
922,0922_01,2022-09-30,,,True,提问,J2504,J,好不好相处,中性,zky
924,0924_01,2022-09-30,,,True,提问,22届,,去神舟的分数线,中性,
925,0925_01,2022-09-30,,,False,祝福,J2403,J,生日,积极,qkr
926,0926_01,2022-09-30,,,True,其他,,,,中性,
927,0927_01,2022-09-30,,,True,表白,J2507,J,,积极,hcx
928,0928_01,2022-09-30,,,True,提问,S2501,I,询问是否有男朋友,中性,sys
929,0929_01,2022-09-30,,,True,寻物,J2306,J,捡到黑色笔袋，上面别了纸飞机别针,中性,
930,0930_01,2022-09-30,,,False,表白,S2509 S2509,S S,勇敢,积极,wxy yyy
931,0931_01,2022-09-25,,,False,表白,S2402,I,征婚,积极,cq
932,0932_01,2022-09-25,,,True,提问,,,,中性,
933,0933_01,2022-09-25,,,True,表白,S2504,I,学姐,积极,Iry
934,0934_01,2022-09-25,,,True,表白,S2509,I,,积极,zyA
935,0935_01,2022-09-25,,,True,表白,S2509,I,,积极,yukaiwei
937,0937_01,2022-09-25,,,True,表白,S2501,S,五官好立体，帅,积极,wyx
938,0938_01,2022-09-25,,,True,提问,J2209,J,街舞社创始人,中性,cmy
939,0939_01,2022-09-25,,,True,表白,,,摸头,消极,
940,0940_01,2022-09-25,,,True,提问,,,,中性,
941,0941_01,2022-09-25,,,True,表白,S2501,S,,积极,wyx2
942,0942_01,2022-09-25,,,True,提问,,,,中性,
943,0943_01,2022-09-21,,,True,寻人,,S,经常带黑口罩，有紫色欧文八,中性,
944,0944_01,2022-09-21,,,False,寻人,,,一群拆迷专的小姐姐（odd蓝版红版）,积极,
945,0945_01,2022-09-21,,,True,表白,,I,戴项链，唱泡沫,积极,
946,0946_01,2022-09-21,,,True,表白,S2507,S,,积极,wjy
947,0947_01,2022-09-21,,,True,寻人,,,说别来鄞中的人,积极,
948,0948_01,2022-09-21,,,False,寻人,,I,国际部2020年毕业,积极,lxy
949,0949_01,2022-09-21,,S,True,提问,,,,中性,
950,0950_01,2022-09-21,,,False,祝福,J2209,J,小盆友,积极,lym
951,0951_01,2022-09-21,,,True,寻人,,S,经常带黑口罩，有一双紫色欧文八,中性,
952,0952_01,2022-09-21,,,False,寻人,,,一群拆迷专的小姐姐，穿odd蓝版红版,中性,
953,0953_01,2022-09-21,,,True,表白,,I,戴项链，唱泡沫,积极,
954,0954_01,2022-09-21,,,True,寻人,,,说别来鄞中的人,中性,
955,0955_01,2022-09-21,,,True,表白,S2507,S,,积极,wjy
956,0956_01,2022-09-21,,,False,寻人,,I,2020年毕业的国际部学生,积极,lxy
957,0957_01,2022-09-21,,S,True,提问,,,,中性,
958,0958_01,2022-09-21,,,False,祝福,J2209,J,小盆友,积极,lym
959,0959_01,2022-09-17,,,True,提问,,,,中性,
960,0960_01,2022-09-17,,,False,其他,S2402,I,征婚,积极,cq
961,0961_01,2022-09-17,,,True,提问,,,老师，同校同专业,中性,gwy
962,0962_01,2022-09-17,,,False,其他,,,,积极,
963,0963_01,2022-09-17,,,True,提问,,I,,中性,shx
964,0964_01,2022-09-17,,,True,寻人,新高一,,在高钱问是不是宁外的,中性,
965,0965_01,2022-09-17,,,True,提问,,,询问起床铃和下课铃音乐,积极,
966,0966_01,2022-09-17,,,True,寻人,高一理创班,,认识三中高一理创班的人,中性,
967,0967_01,2022-09-17,,,True,表白,S2502,S,爱死她了,积极,hyc
968,0968_01,2022-09-17,,,True,提问,J2204,J,,中性,xzh
969,0969_01,2022-09-17,,,True,吐槽,,,提醒学弟学妹别来鄞中，抱怨台风天返校安排不合理,消极,
970,0970_01,2022-09-17,,,True,表白,S2502,S,,积极,hyc
972,0972_01,2022-09-13,J2207,J,True,表白,J2207,J,爱着对方,积极,
973,0973_01,2022-09-13,,,True,寻人,,,撞飞发帖人,中性,
974,0974_01,2022-09-13,,,True,寻物,,,需要初三科学重点中学资料复印,中性,
975,0975_01,2022-09-13,,,True,表白,,,喜欢她,积极,s
976,0976_01,2022-09-13,,,False,表白,S2402,I,好爱姐姐,积极,cq
977,0977_01,2022-09-13,,,True,表白,S2403,I,,积极,dhx
978,0978_01,2022-09-13,,,True,表白,,I,,积极,shx
979,0979_01,2022-09-13,,,True,寻人,,,撞飞人,中性,
980,0980_01,2022-09-13,,,True,表白,,,男神,积极,sx
981,0981_01,2022-09-11,,,True,推广,,,咖啡厅营业,积极,
982,0982_01,2022-09-11,,,True,寻人,,I,国际部金发学姐,积极,
983,0983_01,2022-09-11,,,True,祝福,,,中秋快乐,积极,21j
984,0984_01,2022-09-11,,,True,表白,高二,,,积极,wzs
986,0986_01,2022-09-10,,,True,提问,,S,询问对普高部开放及是否需要摄影基础,中性,nwsys
987,0987_01,2022-09-10,,,False,表白,S2509,I,,积极,zzX
988,0988_01,2022-09-10,,,True,提问,,,一群帅哥美女，八九个人，穿着自己的衣服去吃饭,中性,
989,0989_01,2022-09-10,,,False,祝福,J2305,J,生日快乐,积极,sx
990,0990_01,2022-09-10,,,True,寻人,,I,国际部高二,中性,shx
991,0991_01,2022-09-10,,,True,寻人,,,在特色餐厅帮忙买豆奶的漂亮姐姐,积极,pljj
992,0992_01,2022-09-10,,,True,寻人,,S,普高国2,中性,zting
993,0993_01,2022-09-10,,,False,感谢,J2508,J,江湖救急,积极,bzmdxd
994,0994_01,2022-09-10,,,True,提问,,,询问QQ,中性,wxz
995,0995_01,2022-09-10,,,True,提问,,,专注于学习,消极,
996,0996_01,2022-09-10,,,True,提问,J2404,J,询问是否有cp或女朋友,中性,lzb
997,0997_01,2022-09-10,,,True,寻人,,,三个男的，穿tb袜子的黄头发女性,中性,
998,0998_01,2022-09-06,J2302,J,False,其他,,,寻找收养人,积极,
1000,1000_01,2022-09-06,,,False,其他,,,怀念宁外铁板烧和美好日子,积极,
1001,1001_01,2022-09-05,J2210,J,True,表白,J2210,J,帅气的萌妹,积极,yyy
1002,1002_01,2022-09-05,,,True,提问,,,食堂三楼小炒肉未供应,中性,
1003,1003_01,2022-09-05,,,True,表白,J2210,J,,积极,wyl
1004,1004_01,2022-09-04,,S,False,其他,,,对宁外新政策的个人看法,中性,
1005,1005_01,2022-09-04,,,True,吐槽,,,对宁外学校生活的回忆和感慨,积极,
1006,1006_01,2022-09-04,,,True,吐槽,,,前男友，前期好后期分手,消极,
1007,1007_01,2022-09-04,,,True,吐槽,,,分手后情绪崩溃,消极,
1008,1008_01,2022-09-04,,,True,吐槽,,,渣男，海誓山盟后分手，不回消息删联系方式,消极,
1009,1009_01,2022-09-04,,,True,提问,,,已毕业帅哥学姐,中性,
1010,1010_01,2022-09-04,,,True,寻人,初三一班,J,扎低马尾留法式刘海带着黑色发箍的学姐,积极,
1011,1011_01,2022-09-04,,,True,表白,,,,积极,
1012,1012_01,2022-09-04,,,False,提问,,,,中性,
1013,1013_01,2022-09-03,,,False,推广,,,合唱队招人,积极,
1014,1014_01,2022-09-03,,,False,推广,,,合唱队招新,积极,
1016,1016_01,2022-09-03,,,False,祝福,J2504,J,超级好的班主任,积极,dn(Daniel)
1017,1017_01,2022-09-03,,,True,吐槽,,,新来的学生和升初二的新学姐学长,中性,
1018,1018_01,2022-09-03,,,True,提问,,,,中性,
1019,1019_01,2022-09-03,,,True,祝福,,,离开或不离开都支持，希望去更远的地方,积极,
1020,1020_01,2022-09-03,S2505,I,False,其他,,,在线征婚，要求帅一点,积极,
1021,1021_01,2022-09-03,,,True,寻人,,,戴眼镜、黑衣服、戴口罩,积极,
1022,1022_01,2022-09-03,S2502,S,True,寻物,,,饭卡丢失,中性,dcy
1025,1025_01,2022-09-03,,,True,其他,,,骗群还骗人,消极,
1027,1027_01,2022-09-03,,,True,吐槽,,,夸宁外的饭,积极,
1028,1028_01,2022-09-02,,,True,吐槽,,,异地恋男友，有异性朋友，不主动联系,消极,t
1029,1029_01,2022-09-02,,,True,提问,,,,中性,
1030,1030_01,2022-08-30,,,True,表白,,,暗恋对象，身上有甜香，在食堂和队列中印象深刻，梦到过他,消极,
1031,1031_01,2022-08-30,,,True,吐槽,,,暗恋对象，回忆痛苦，错认他人,消极,
1032,1032_01,2022-08-30,,,True,其他,,,无法忘记的人,消极,t
1033,1033_01,2022-08-30,,,True,提问,,,,中性,
1036,1036_01,2022-08-30,,J,True,提问,,,,中性,
1037,1037_01,2022-08-30,,,False,提问,,,,中性,
1038,1038_01,2022-08-30,,,True,寻人,J2206,J,求QQ和高中,中性,yqy
1039,1039_01,2022-08-30,,,True,提问,,,,中性,
1040,1040_01,2022-08-29,,J,False,提问,,,,中性,
1041,1041_01,2022-08-29,,,True,提问,,J,初中部教师，讲课风格,中性,wjb
1042,1042_01,2022-08-29,,,True,提问,,,男朋友有异性朋友且回避问题,消极,
1043,1043_01,2022-08-29,,I,False,提问,,,,中性,
1044,1044_01,2022-08-28,,,True,提问,,,,中性,
1045,1045_01,2022-08-28,,,True,提问,,S,,中性,wyx
1046,1046_01,2022-08-28,,,True,寻人,2306(8）a,I,老师,中性,Angela
1047,1047_01,2022-08-28,,,True,祝福,,,,积极,
1049,1049_01,2022-08-27,J2702,J,False,推广,J2301,J,超级温柔的大美铝,积极,zjj
1050,1050_01,2022-08-27,,,True,寻人,S2509,I,头发卷捲,中性,
1051,1051_01,2022-08-27,,,True,表白,J2504,J,很漂亮,积极,wyc
1052,1052_01,2022-08-27,J2205,J,True,祝福,J2205,J,班级同学和老师,积极,
1053,1053_01,2022-08-27,S2502,S,True,寻人,S2502,S,美女，总是穿着外套,中性,
1054,1054_01,2022-08-27,,,False,提问,,,老师的电话,中性,yd
1055,1055_01,2022-08-27,,,False,表白,,,遇见美好的你,积极,
1056,1056_01,2022-08-27,,,True,提问,,,,中性,
1057,1057_01,2022-08-27,T2205,,True,表白,,,暗恋对象,积极,
1058,1058_01,2022-08-27,,,True,寻人,J2302,J,求照片,中性,zrj
1059,1059_01,2022-08-27,,,True,提问,,,,中性,
1060,1060_01,2022-08-26,,,True,寻人,J2410,J,求照片,中性,CJX
1061,1061_01,2022-08-26,,,True,推广,,,玩gta,中性,
1062,1062_01,2022-08-26,,,True,表白,J2507,J,漂亮,积极,zky
1063,1063_01,2022-08-25,,,False,提问,,,询问注销过的饭卡是否可以当空卡使用,中性,
1064,1064_01,2022-08-24,J2404,J,True,寻人,,,爱打球喜欢库里,积极,
1065,1065_01,2022-08-24,,,True,寻人,J2207,J,求照片和QQ,中性,lyz
1066,1066_01,2022-08-24,,,False,寻人,,,教官,中性,zjn
1067,1067_01,2022-08-24,,,True,提问,,,,中性,
1069,1069_01,2022-08-24,,,True,提问,,,,中性,
1070,1070_01,2022-08-24,,,False,寻人,,,滕头军训教官,中性,zjn
1071,1071_01,2022-08-24,J2404,J,False,其他,,,爱打球喜欢库里,积极,
1072,1072_01,2022-08-24,,,True,寻人,J2207,J,,中性,lyz
1073,1073_01,2022-08-23,,,True,表白,J2205,J,,积极,cyn
1074,1074_01,2022-08-23,,,True,其他,,,梦中频繁出现的人，与作者有未完成的约定,消极,t
1075,1075_01,2022-08-23,,,True,吐槽,,,梦到的人，曾经轰轰烈烈但互不了解,消极,t
1076,1076_01,2022-08-23,,,True,表白,04届,I,学长,积极,wy
1077,1077_01,2022-08-23,,,True,提问,高一二班,S,询问是否有女朋友和照片,中性,jx
1078,1078_01,2022-08-23,,,True,其他,,,找王者固搭,积极,
1079,1079_01,2022-08-23,J2202,J,True,其他,J2202,J,,中性,cnx
1080,1080_01,2022-08-23,,,True,吐槽,,,梦到多次，有落空感，怀念过去,消极,t
1081,1081_01,2022-08-23,,,True,吐槽,,,曾经的恋人，互不了解，没说几句话,消极,t
1082,1082_01,2022-08-23,,,True,表白,04届,,,积极,wy
1083,1083_01,2022-08-23,,,True,提问,高一二班,S,询问是否有女朋友和照片,中性,jx
1084,1084_01,2022-08-23,,,True,其他,,,找王者固搭高手,积极,
1085,1085_01,2022-08-23,,,True,其他,J2202,J,,中性,cnx
1086,1086_01,2022-08-23,,,True,吐槽,,,梦中思念,消极,be
1087,1087_01,2022-08-23,,,True,吐槽,,,曾经的恋人或暗恋对象,消极,t
1089,1089_01,2022-08-22,,,True,其他,,,求QQ,积极,
1090,1090_01,2022-08-22,,,True,其他,,,喜欢摄影,积极,
1092,1092_01,2022-08-22,,,True,其他,,,求QQ,积极,
1093,1093_01,2022-08-22,,,False,其他,,,喜欢摄影，玩光遇和原神,中性,
1094,1094_01,2022-08-21,,,True,寻人,J2504,J,很自的女生,中性,
1095,1095_01,2022-08-21,,,True,其他,,,求QQ号,中性,
1096,1096_01,2022-08-21,,,False,寻人,22屆,,短头发的女生,中性,xzm
1097,1097_01,2022-08-21,J2202,J,False,其他,,,牛逼,积极,wlh
1098,1098_01,2022-08-21,,,True,寻人,,,打球超帅,积极,
1099,1099_01,2022-08-21,J2405,J,False,其他,,,,中性,
